-0.998943 50.386989
-0.566907 35.718833
-0.333611 29.464812
-0.232842 25.692851
-0.178201 23.081652
-0.144157 21.129890
-0.120969 19.597068
-0.104177 18.350709
-0.091462 17.310770
-0.081503 16.425549
-0.073494 15.659913
-0.066912 14.989020
-0.061409 14.394727
-0.056740 13.863427
-0.052728 13.384685
-0.049243 12.950342
-0.046190 12.553915
-0.043491 12.190174
-0.041089 11.854851
-0.038937 11.544420
-0.036999 11.255940
-0.035243 10.986936
-0.033646 10.735307
-0.032186 10.499257
-0.030848 10.277239
-0.029615 10.067915
-0.028477 9.870117
-0.027422 9.682825
-0.026442 9.505138
-0.025530 9.336263
-0.024678 9.175493
-0.023880 9.022200
-0.023132 8.875822
-0.022429 8.735853
-0.021768 8.601839
-0.021143 8.473368
-0.020554 8.350070
-0.019996 8.231604
-0.019467 8.117665
-0.018966 8.007970
-0.018489 7.902263
-0.018035 7.800307
-0.017603 7.701886
-0.017191 7.606800
-0.016798 7.514865
-0.016422 7.425910
-0.016062 7.339778
-0.015718 7.256323
-0.015388 7.175409
-0.015071 7.096909
-0.014767 7.020706
-0.014475 6.946690
-0.014194 6.874758
-0.013923 6.804815
-0.013663 6.736770
-0.013412 6.670539
-0.013170 6.606043
-0.012936 6.543207
-0.012711 6.481962
-0.012493 6.422242
-0.012282 6.363983
-0.012078 6.307129
-0.011881 6.251622
-0.011690 6.197411
-0.011505 6.144446
-0.011326 6.092681
-0.011152 6.042070
-0.010983 5.992571
-0.010819 5.944144
-0.010660 5.896752
-0.010505 5.850357
-0.010355 5.804926
-0.010209 5.760424
-0.010067 5.716822
-0.009929 5.674090
-0.009794 5.632198
-0.009663 5.591119
-0.009536 5.550828
-0.009411 5.511300
-0.009290 5.472511
-0.009172 5.434439
-0.009057 5.397060
-0.008944 5.360356
-0.008834 5.324305
-0.008727 5.288889
-0.008623 5.254089
-0.008520 5.219887
-0.008421 5.186267
-0.008323 5.153212
-0.008228 5.120707
-0.008134 5.088737
-0.008043 5.057286
-0.007954 5.026342
-0.007866 4.995891
-0.007781 4.965919
-0.007697 4.936415
-0.007615 4.907366
-0.007535 4.878761
-0.007456 4.850588
-0.007379 4.822837
